Columns: lon lat depth mrr mtt mpp mrt mrp mtp iexp name lon lat str1 dip1 rake1 str2 dip2 rake2 sc iexp name

94.28 7.98 12 -0.08 0.25 -0.17 -0.11 -0.04 1.43 24 X Y 200501271211A 7.98 184 86 178 274 88 4 1.450 24 200501271211A
94.14 7.86 17 -0.27 -0.69 0.96 -0.39 -0.41 0.59 24 X Y 200501271315A 7.86 152 61 -177 60 87 -29 1.150 24 200501271315A
94.25 7.92 23 -0.13 -0.73 0.86 -0.40 -0.21 0.34 24 X Y 200501271318A 7.92 148 62 -173 55 84 -28 0.979 24 200501271318A
94.20 7.77 18 -1.48 -4.89 6.37 -1.72 -2.28 3.66 23 X Y 200501271325A 7.77 150 69 178 241 88 21 7.206 23 200501271325A
94.24 7.84 22 -0.26 -0.54 0.80 -0.27 -0.40 0.62 24 X Y 200501271326A 7.84 154 67 177 245 87 23 1.000 24 200501271326A
94.17 7.92 20 0.02 -0.66 0.64 -0.28 0.02 1.21 24 X Y 200501271354A 7.92 166 79 -177 76 87 -11 1.403 24 200501271354A
94.16 7.97 16 -0.11 -1.38 1.49 -0.87 -0.02 1.06 24 X Y 200501271357A 7.97 155 67 -170 62 81 -23 1.981 24 200501271357A
94.14 7.95 17 -2.52 -1.91 4.43 -3.01 -2.73 1.09 23 X Y 200501271413A 7.95 155 35 -151 41 74 -58 5.685 23 200501271413A
94.20 7.95 22 -0.85 -2.77 3.63 -2.26 -1.01 3.57 23 X Y 200501271435A 7.95 160 62 -175 67 85 -28 5.413 23 200501271435A
94.21 7.66 25 -1.95 0.15 1.80 -1.99 -4.11 5.69 23 X Y 200501271524A 7.66 268 51 -6 2 85 -140 7.041 23 200501271524A
94.16 7.94 12 -0.55 0.09 0.46 -0.17 -0.31 0.93 24 X Y 200501271527B 7.94 263 61 -15 1 77 -150 1.003 24 200501271527B
94.25 7.74 23 -0.48 -0.33 0.81 -0.28 -0.22 0.55 24 X Y 200501271534A 7.74 163 52 -154 56 70 -41 0.905 24 200501271534A
94.18 7.76 32 0.61 -1.80 1.18 -1.36 -1.75 3.01 23 X Y 200501271600A 7.76 162 66 160 261 72 25 4.017 23 200501271600A
94.25 8.04 32 -0.55 -1.09 1.64 -0.86 0.11 4.10 23 X Y 200501271602A 8.04 171 78 -175 80 85 -12 4.418 23 200501271602A
94.14 7.94 12 -1.13 -0.40 1.52 0.06 0.41 2.99 23 X Y 200501271648A 7.94 81 82 -2 171 88 -172 3.166 23 200501271648A
94.24 7.81 19 0.17 -4.42 4.26 -1.23 -0.05 2.18 24 X Y 200501271658A 7.81 149 78 -174 58 84 -12 5.000 24 200501271658A
94.25 7.78 19 0.09 -0.87 0.78 -0.55 -0.20 0.74 24 X Y 200501271724A 7.78 156 62 178 247 88 28 1.250 24 200501271724A
94.17 7.92 13 -1.09 -0.06 1.14 -0.58 -0.46 1.02 24 X Y 200501271740A 7.92 187 36 -125 48 61 -67 1.615 24 200501271740A
94.24 7.85 16 -0.26 -2.21 2.47 -1.06 -0.48 0.80 24 X Y 200501271852A 7.85 146 65 -173 53 84 -25 2.742 24 200501271852A
94.17 7.91 12 -0.81 0.03 0.78 -0.31 -0.13 0.78 24 X Y 200501271920A 7.91 189 42 -125 52 56 -63 1.119 24 200501271920A
94.20 8.00 19 -3.48 -2.10 5.58 -2.46 -1.63 4.05 23 X Y 200501271931A 8.00 165 49 -152 56 69 -45 6.692 23 200501271931A
94.07 8.16 15 -0.72 0.28 0.44 -0.43 -0.07 0.40 24 X Y 200501271940A 8.16 202 36 -121 58 60 -70 0.859 24 200501271940A
94.24 5.41 31 1.00 -0.34 -0.66 0.96 -0.96 0.72 24 X Y 200501272009A 5.41 329 20 103 136 70 85 1.762 24 200501272009A
94.19 8.01 23 -2.15 -2.51 4.66 -2.12 -1.28 3.51 23 X Y 200501272017A 8.01 159 58 -165 62 78 -33 5.713 23 200501272017A
94.19 8.01 23 -2.15 -2.51 4.66 -2.12 -1.28 3.51 23 X Y 200501272017A 7.97 167 41 -153 57 73 -52 7.292 23 200501272031A
94.19 8.01 23 -2.15 -2.51 4.66 -2.12 -1.28 3.51 23 X Y 200501272017A 7.89 191 27 -138 63 72 -69 4.062 23 200501272045A
94.19 7.97 16 -3.24 -1.67 4.91 -3.85 -2.40 4.01 23 X Y 200501272031A 8.01 159 58 -165 62 78 -33 5.713 23 200501272017A
94.19 7.97 16 -3.24 -1.67 4.91 -3.85 -2.40 4.01 23 X Y 200501272031A 7.97 167 41 -153 57 73 -52 7.292 23 200501272031A
94.19 7.97 16 -3.24 -1.67 4.91 -3.85 -2.40 4.01 23 X Y 200501272031A 7.89 191 27 -138 63 72 -69 4.062 23 200501272045A
94.19 7.89 15 -2.39 0.57 1.82 -3.10 -0.78 1.36 23 X Y 200501272045A 8.01 159 58 -165 62 78 -33 5.713 23 200501272017A
94.19 7.89 15 -2.39 0.57 1.82 -3.10 -0.78 1.36 23 X Y 200501272045A 7.97 167 41 -153 57 73 -52 7.292 23 200501272031A
94.19 7.89 15 -2.39 0.57 1.82 -3.10 -0.78 1.36 23 X Y 200501272045A 7.89 191 27 -138 63 72 -69 4.062 23 200501272045A
94.18 8.11 17 -1.68 1.80 -0.12 -0.89 0.86 8.24 23 X Y 200501272051A 8.11 184 81 -172 93 82 -9 8.423 23 200501272051A
93.70 9.74 12 -0.01 -1.01 1.02 -0.11 0.12 0.45 24 X Y 200501272100A 9.74 57 82 -1 147 89 -172 1.122 24 200501272100A
94.26 7.99 15 -0.42 -3.72 4.14 -2.19 -3.05 -1.73 23 X Y 200501272105A 7.99 125 49 -176 32 87 -41 5.715 23 200501272105A
94.17 7.98 17 -1.83 -4.50 6.33 -4.21 -0.82 2.80 23 X Y 200501272132A 7.98 154 57 -163 54 76 -34 7.613 23 200501272132A
94.17 7.98 17 -1.83 -4.50 6.33 -4.21 -0.82 2.80 23 X Y 200501272132A 7.95 211 27 -90 31 63 -90 6.145 23 200501272147A
94.17 7.95 12 -3.84 -0.13 3.96 -1.82 -3.08 3.71 23 X Y 200501272147A 7.98 154 57 -163 54 76 -34 7.613 23 200501272132A
94.17 7.95 12 -3.84 -0.13 3.96 -1.82 -3.08 3.71 23 X Y 200501272147A 7.95 211 27 -90 31 63 -90 6.145 23 200501272147A
94.18 8.00 12 -0.94 0.15 0.79 0.18 -0.33 0.73 24 X Y 200501272240A 8.00 235 45 -56 12 54 -119 1.186 24 200501272240A
94.31 8.05 22 -1.66 -0.57 2.24 -1.52 -0.83 1.47 23 X Y 200501272256A 8.05 170 40 -145 52 68 -56 3.002 23 200501272256A
94.20 8.02 12 -0.35 -0.68 1.03 -0.72 -0.21 0.48 24 X Y 200501272320A 8.02 155 53 -163 54 77 -39 1.272 24 200501272320A
94.23 7.89 23 1.90 -4.61 2.71 -1.25 -1.10 1.52 23 X Y 200501272327A 7.89 142 60 160 243 73 32 4.496 23 200501272327A
94.25 8.00 22 -1.73 -0.82 2.56 -0.98 -0.36 1.11 23 X Y 200501272340A 8.00 166 47 -139 45 61 -51 2.679 23 200501272340A
94.21 7.84 18 -0.05 -0.59 0.64 -0.39 -0.12 0.44 24 X Y 200501280015A 7.84 154 62 -175 62 85 -28 0.862 24 200501280015A
94.17 7.94 12 -2.26 0.82 1.45 -1.07 0.25 0.90 23 X Y 200501280101A 7.94 198 42 -119 55 54 -66 2.394 23 200501280101A
94.23 7.96 12 -5.58 1.00 4.57 -2.97 -3.47 3.71 23 X Y 200501280136A 7.96 204 27 -102 38 63 -84 7.742 23 200501280136A
94.23 7.96 12 -5.58 1.00 4.57 -2.97 -3.47 3.71 23 X Y 200501280136A 7.96 202 37 -97 31 54 -85 3.484 23 200501280143A
94.23 7.96 28 -3.61 1.06 2.55 -0.77 -0.76 0.96 23 X Y 200501280143A 7.96 204 27 -102 38 63 -84 7.742 23 200501280136A
94.23 7.96 28 -3.61 1.06 2.55 -0.77 -0.76 0.96 23 X Y 200501280143A 7.96 202 37 -97 31 54 -85 3.484 23 200501280143A
94.20 7.87 16 -0.33 -0.62 0.95 -0.52 -0.40 0.13 24 X Y 200501280223A 7.87 144 48 -163 43 78 -43 1.065 24 200501280223A
94.15 7.99 12 -3.93 -1.07 4.99 -0.53 -3.53 4.64 23 X Y 200501280228A 7.99 241 39 -39 4 66 -122 6.984 23 200501280228A
94.20 8.06 12 -0.89 0.15 0.74 0.63 -0.46 0.71 24 X Y 200501280331A 8.06 244 54 -45 4 56 -134 1.326 24 200501280331A
94.23 7.89 18 -0.71 -1.19 1.89 -3.36 -3.32 4.65 23 X Y 200501280434A 7.89 164 54 174 258 85 37 6.332 23 200501280434A
94.18 7.88 12 -0.31 -0.97 1.28 -0.48 -0.38 0.29 24 X Y 200501280504A 7.88 144 60 -170 49 82 -30 1.326 24 200501280504A
94.20 7.82 17 -1.68 -3.14 4.83 -2.17 -2.39 1.94 23 X Y 200501280538A 7.82 149 50 -168 51 81 -41 5.503 23 200501280538A
94.21 7.73 17 -0.21 -0.67 0.89 -0.93 -0.12 -0.21 24 X Y 200501280606A 7.73 31 64 -29 134 65 -151 1.167 24 200501280606A
94.17 7.85 12 -0.53 -1.71 2.24 -0.84 -0.65 0.47 24 X Y 200501280610A 7.85 143 60 -171 49 82 -30 2.320 24 200501280610A
94.16 7.79 18 -0.49 -3.23 3.72 -1.93 -0.20 1.91 24 X Y 200501280613A 7.79 152 66 -168 57 79 -24 4.431 24 200501280613A
94.23 7.82 16 -0.73 -1.98 2.71 -1.01 -0.70 0.50 24 X Y 200501280749A 7.82 143 60 -168 47 80 -30 2.745 24 200501280749A
94.17 8.01 12 -0.89 0.25 0.64 -0.07 -0.28 0.39 24 X Y 200501280821A 8.01 217 37 -82 27 54 -96 0.931 24 200501280821A
94.27 7.82 18 -0.41 -0.59 0.99 -0.43 -0.54 0.24 24 X Y 200501280829A 7.82 147 44 -161 43 77 -48 1.103 24 200501280829A
94.11 7.84 13 -0.05 -0.69 0.74 -0.42 -0.32 0.19 24 X Y 200501280847A 7.84 143 55 -177 51 88 -35 0.909 24 200501280847A
94.21 8.00 22 -0.23 -3.70 3.93 -2.83 -0.80 4.42 23 X Y 200501280914A 8.00 160 63 -177 69 88 -27 6.541 23 200501280914A
93.91 7.66 19 -3.88 -0.07 3.96 -4.21 3.36 1.98 23 X Y 200501281021A 7.66 45 39 -34 163 69 -124 6.565 23 200501281021A
94.23 7.84 17 -0.18 -0.86 1.04 -0.38 -0.17 0.27 24 X Y 200501281153A 7.84 145 67 -170 51 81 -24 1.081 24 200501281153A
94.22 8.07 12 -5.10 1.80 3.31 1.61 -2.02 2.02 23 X Y 200501281237A 8.07 233 44 -60 14 53 -116 5.435 23 200501281237A
94.30 8.12 12 -3.81 0.79 3.02 -0.07 -2.43 1.54 23 X Y 200501281749A 8.12 219 31 -68 14 61 -103 4.514 23 200501281749A
94.20 7.86 12 -0.48 -1.20 1.68 -0.57 -0.39 0.29 24 X Y 200501281918A 7.86 143 61 -167 47 79 -29 1.660 24 200501281918A
94.23 7.75 21 0.17 -0.99 0.82 -0.44 -0.16 0.77 24 X Y 200501282229A 7.75 155 68 177 246 87 22 1.276 24 200501282229A
94.01 7.71 15 -4.14 -0.33 4.47 0.17 -3.72 2.44 23 X Y 200501282235A 7.71 224 31 -55 5 65 -109 6.156 23 200501282235A
94.24 8.05 12 -3.62 1.14 2.47 0.82 -1.39 1.36 23 X Y 200501282332A 8.05 228 41 -63 14 54 -112 3.780 23 200501282332A
92.56 7.21 12 -0.39 -0.13 0.52 0.09 -0.63 -0.66 24 X Y 200501290113A 7.21 107 40 -157 359 75 -52 0.987 24 200501290113A
94.23 7.77 21 0.26 -1.03 0.77 -0.27 0.05 0.95 24 X Y 200501290150A 7.77 159 81 -176 68 86 -9 1.333 24 200501290150A
94.52 4.84 52 4.36 -2.21 -2.15 1.77 -2.49 2.85 23 X Y 200501290255A 4.84 308 29 78 141 62 96 5.606 23 200501290255A
94.25 8.09 12 -4.47 0.54 3.93 0.50 -2.28 2.77 23 X Y 200501290338A 8.09 229 39 -59 11 58 -113 5.550 23 200501290338A
94.20 7.82 12 -0.20 -0.68 0.88 -0.25 -0.28 0.20 24 X Y 200501290526A 7.82 142 64 -175 50 85 -26 0.891 24 200501290526A
93.59 3.21 12 2.01 -0.48 -1.54 -0.06 -0.13 1.02 24 X Y 200501290610A 3.21 325 44 85 152 46 95 2.089 24 200501290610A
93.74 3.04 12 5.30 -1.87 -3.42 3.26 3.06 1.96 23 X Y 200501290721A 3.04 125 45 49 356 58 123 6.272 23 200501290721A
94.29 7.76 15 -0.85 -2.56 3.42 -1.73 -1.86 1.55 23 X Y 200501290927A 7.76 148 52 -174 54 85 -38 4.185 23 200501290927A
94.25 8.18 25 -0.58 -2.47 3.05 -1.46 -0.93 1.71 23 X Y 200501291612A 8.18 151 61 -175 59 86 -29 3.692 23 200501291612A
94.26 8.05 12 -3.06 -0.88 3.94 -0.36 -1.98 2.61 23 X Y 200501291636A 8.05 222 35 -63 10 60 -108 4.582 23 200501291636A
94.15 5.25 46 5.24 -2.59 -2.66 2.15 -2.03 3.15 23 X Y 200501291820A 5.25 316 31 92 134 59 89 6.251 23 200501291820A
94.33 8.11 16 -1.91 0.55 1.36 1.13 -0.94 0.84 23 X Y 200501291837A 8.11 236 48 -51 5 55 -125 2.302 23 200501291837A
94.29 7.72 15 -0.16 -0.79 0.95 -0.35 -0.28 -0.08 24 X Y 200501291906A 7.72 134 62 -171 40 82 -28 0.992 24 200501291906A
94.22 8.10 12 -0.48 -0.11 0.59 0.43 -0.27 0.52 24 X Y 200501292001A 8.10 242 57 -37 354 60 -141 0.905 24 200501292001A
94.21 7.75 19 -0.16 -2.06 2.22 -0.75 -0.06 1.60 24 X Y 200501292028A 7.75 154 75 -174 63 84 -15 2.778 24 200501292028A
94.20 7.82 12 -0.79 -1.63 2.42 -1.69 -2.40 0.71 23 X Y 200501292054A 7.82 145 32 -164 42 82 -59 3.615 23 200501292054A
94.19 8.01 12 -2.97 0.68 2.29 -1.44 -1.77 2.24 23 X Y 200501292058A 8.01 211 28 -96 38 62 -87 4.111 23 200501292058A
94.18 7.80 12 -0.40 -1.07 1.47 -0.46 -0.17 0.40 24 X Y 200501292203A 7.80 146 67 -167 51 78 -23 1.447 24 200501292203A
94.21 8.13 20 -0.08 -0.15 0.23 -0.21 0.15 1.00 24 X Y 200501300007A 8.13 176 79 -170 84 80 -11 1.052 24 200501300007A
94.21 8.13 20 -0.08 -0.15 0.23 -0.21 0.15 1.00 24 X Y 200501300007A 8.07 245 49 -45 8 58 -129 4.640 23 200501300034A
94.21 8.07 14 -3.12 0.31 2.81 0.35 -1.23 3.61 23 X Y 200501300034A 8.13 176 79 -170 84 80 -11 1.052 24 200501300007A
94.21 8.07 14 -3.12 0.31 2.81 0.35 -1.23 3.61 23 X Y 200501300034A 8.07 245 49 -45 8 58 -129 4.640 23 200501300034A
94.18 8.03 12 -2.73 0.73 2.00 0.95 -0.44 2.83 23 X Y 200501300225A 8.03 12 50 -130 245 54 -52 3.798 23 200501300225A
94.23 8.06 12 -4.05 0.57 3.48 1.68 -0.88 6.71 23 X Y 200501300235A 8.06 1 62 -151 256 65 -31 7.626 23 200501300235A
94.25 8.06 19 -0.64 -1.68 2.32 -0.51 -0.59 4.73 23 X Y 200501300313A 8.06 168 84 176 259 86 6 5.186 23 200501300313A
94.08 8.00 12 -1.22 0.55 0.68 -0.32 0.87 0.70 23 X Y 200501300344A 8.00 64 41 -49 195 61 -119 1.549 23 200501300344A
94.18 7.94 12 -4.71 2.11 2.61 -2.23 0.72 4.30 23 X Y 200501300849A 7.94 198 47 -130 68 56 -56 6.338 23 200501300849A
94.22 8.04 12 -2.15 0.53 1.62 0.44 -0.57 3.85 23 X Y 200501301032A 8.04 261 67 -23 1 69 -155 4.112 23 200501301032A
94.22 8.04 12 -2.15 0.53 1.62 0.44 -0.57 3.85 23 X Y 200501301032A 8.14 239 55 -40 355 58 -137 1.772 24 200501301533A
94.22 8.14 12 -1.05 -0.10 1.15 0.95 -0.58 0.88 24 X Y 200501301533A 8.04 261 67 -23 1 69 -155 4.112 23 200501301032A
94.22 8.14 12 -1.05 -0.10 1.15 0.95 -0.58 0.88 24 X Y 200501301533A 8.14 239 55 -40 355 58 -137 1.772 24 200501301533A
94.24 8.13 16 -0.04 0.20 -0.17 0.07 0.34 0.92 24 X Y 200501302139A 8.13 96 70 0 6 90 160 0.994 24 200501302139A
94.23 8.02 19 -1.49 1.31 0.18 0.20 -0.81 0.75 23 X Y 200501310220A 8.02 267 47 -54 40 54 -122 1.791 23 200501310220A
96.72 4.14 16 -0.15 -3.38 3.53 -1.69 -1.30 -1.79 23 X Y 200501310645A 4.14 124 64 -172 30 83 -26 4.416 23 200501310645A
94.22 8.09 12 -2.22 0.31 1.91 1.14 -0.08 4.99 23 X Y 200501310815A 8.09 357 70 -166 262 77 -21 5.284 23 200501310815A
94.22 8.09 12 -2.22 0.31 1.91 1.14 -0.08 4.99 23 X Y 200501310815A 8.03 271 88 -2 1 88 -178 5.387 23 200501311314A
94.22 8.03 12 -1.88 1.14 0.74 0.04 -0.12 5.38 23 X Y 200501311314A 8.09 357 70 -166 262 77 -21 5.284 23 200501310815A
94.22 8.03 12 -1.88 1.14 0.74 0.04 -0.12 5.38 23 X Y 200501311314A 8.03 271 88 -2 1 88 -178 5.387 23 200501311314A
94.26 8.09 12 -3.45 -0.26 3.70 2.18 -1.79 3.02 23 X Y 200501311630A 8.09 239 52 -41 357 59 -134 5.466 23 200501311630A
94.21 7.81 12 -0.23 -0.62 0.85 -0.33 -0.22 0.19 24 X Y 200502010108A 7.81 145 60 -168 49 80 -31 0.872 24 200502010108A
94.18 9.99 12 -1.64 0.59 1.05 0.66 0.12 0.88 24 X Y 200502011035A 9.99 24 39 -113 232 55 -73 1.812 24 200502011035A
94.22 8.08 12 -0.67 0.31 0.36 0.28 -0.00 0.55 24 X Y 200502011341A 8.08 24 42 -120 242 55 -66 0.835 24 200502011341A
94.10 9.94 12 -0.91 0.62 0.28 0.39 0.14 0.90 24 X Y 200502011354A 9.94 34 38 -114 243 56 -73 1.223 24 200502011354A
94.36 4.94 43 0.88 -0.49 -0.40 0.62 -0.35 0.55 24 X Y 200502011415A 4.94 322 27 106 124 64 82 1.178 24 200502011415A
94.12 9.96 12 -2.50 1.38 1.12 0.39 -0.19 2.63 23 X Y 200502011554A 9.96 29 46 -115 243 49 -66 3.261 23 200502011554A
94.21 2.67 12 1.32 -0.81 -0.51 -0.50 0.44 0.87 23 X Y 200502011714A 2.67 129 33 89 311 57 91 1.579 23 200502011714A
94.32 8.09 12 -1.51 0.57 0.94 0.14 -0.87 0.70 23 X Y 200502020052A 8.09 234 36 -60 18 59 -110 1.725 23 200502020052A
94.06 9.93 12 -1.57 0.84 0.73 1.38 -0.16 1.55 24 X Y 200502020130A 9.93 17 42 -140 254 65 -56 2.484 24 200502020130A
94.41 5.17 32 4.15 -1.17 -2.98 3.52 -3.61 2.54 23 X Y 200502020904A 5.17 334 21 105 138 69 84 6.737 23 200502020904A
94.27 8.09 12 -2.01 0.86 1.15 0.15 0.31 5.38 23 X Y 200502021322A 8.09 89 86 0 179 90 -176 5.391 23 200502021322A
90.37 6.47 14 -0.46 -2.06 2.52 -1.16 0.32 -5.52 23 X Y 200502021458A 6.47 11 79 -1 101 90 -169 6.096 23 200502021458A
92.83 6.54 15 1.60 -0.35 -1.25 1.43 -0.40 0.40 23 X Y 200502022041A 6.54 352 30 129 128 67 70 2.045 23 200502022041A
93.25 5.57 35 0.33 -1.44 1.12 -0.90 0.41 -2.00 24 X Y 200502030451A 5.57 17 67 7 285 84 157 2.585 24 200502030451A
95.51 2.13 40 0.99 -1.43 0.44 0.81 -0.97 1.35 23 X Y 200502040657A 2.13 259 41 28 147 72 127 2.132 23 200502040657A
94.20 7.76 13 0.00 -0.95 0.95 -0.45 0.07 0.86 24 X Y 200502040944A 7.76 157 75 -171 65 81 -16 1.353 24 200502040944A
95.03 2.20 12 1.15 -0.93 -0.22 -0.15 0.03 0.45 25 X Y 200502050403A 2.20 118 41 93 294 49 88 1.159 25 200502050403A
94.26 8.06 12 -1.26 0.41 0.85 -0.05 -0.41 0.53 24 X Y 200502050800A 8.06 221 37 -78 26 54 -99 1.298 24 200502050800A
94.27 8.08 15 -1.14 1.27 -0.12 0.86 0.69 8.72 24 X Y 200502051735A 8.08 2 85 176 92 86 5 8.805 24 200502051735A
94.23 8.07 12 -1.01 -0.01 1.02 0.61 -0.43 0.99 24 X Y 200502060607A 8.07 243 55 -42 360 57 -137 1.604 24 200502060607A
95.05 2.09 12 2.76 -4.15 1.39 0.60 -1.02 1.68 23 X Y 200502090102A 2.09 258 46 48 131 58 125 4.016 23 200502090102A
92.53 6.79 12 4.96 -0.08 -4.88 -0.60 -1.77 1.35 23 X Y 200502090245A 6.79 334 38 72 176 55 103 5.433 23 200502090245A
95.03 4.51 47 0.78 -0.45 -0.33 0.52 -0.47 0.47 25 X Y 200502091327A 4.51 310 25 89 132 65 91 1.084 25 200502091327A
94.20 8.01 12 -2.31 0.20 2.11 -1.39 -0.04 2.24 23 X Y 200502100134A 8.01 184 46 -136 60 60 -53 3.407 23 200502100134A
93.00 5.50 36 -0.44 -1.55 2.00 -0.55 -0.14 -3.38 23 X Y 200502121843A 5.50 13 82 -5 104 85 -172 3.866 23 200502121843A
94.61 4.82 51 1.04 -0.49 -0.55 0.56 -0.41 0.70 24 X Y 200502130122A 4.82 323 30 101 130 61 84 1.326 24 200502130122A
94.70 4.85 42 6.23 -2.87 -3.36 3.74 -2.94 3.43 23 X Y 200502130202A 4.85 323 27 100 132 63 85 7.970 23 200502130202A
92.11 1.85 12 -0.12 -0.72 0.84 -0.32 -0.62 -1.33 24 X Y 200502150233A 1.85 106 66 -174 14 84 -24 1.696 24 200502150233A
94.23 8.17 13 -0.84 -1.90 2.74 0.63 0.78 7.45 24 X Y 200502160819A 8.17 351 85 176 82 86 5 7.858 24 200502160819A
95.05 4.37 50 2.78 -1.77 -1.01 1.44 -1.61 1.83 24 X Y 200502170531A 4.37 302 28 78 135 63 96 3.716 24 200502170531A
94.35 5.31 36 2.11 -0.87 -1.24 1.81 -1.56 1.36 24 X Y 200502181933A 5.31 327 22 103 133 68 85 3.296 24 200502181933A
95.17 2.19 12 0.92 -3.07 2.15 0.45 -0.14 0.63 23 X Y 200502191423A 2.19 232 83 -2 322 88 -173 2.715 23 200502191423A
94.37 4.97 34 1.77 -0.48 -1.29 0.34 0.03 0.45 23 X Y 200502192345A 4.97 345 44 103 147 48 78 1.659 23 200502192345A
93.67 3.25 12 6.41 -1.61 -4.80 -1.99 0.73 3.23 23 X Y 200502210610A 3.25 159 39 108 317 53 76 6.947 23 200502210610A
95.19 2.32 45 1.82 -1.76 -0.07 1.00 -0.77 1.82 23 X Y 200502230242A 2.32 295 31 79 128 59 97 2.690 23 200502230242A
95.51 2.53 27 0.81 -0.72 -0.09 1.69 -2.10 1.04 24 X Y 200502240735A 2.53 277 15 46 142 79 101 2.950 24 200502240735A
93.76 8.68 28 -1.62 -0.27 1.89 -0.47 0.13 -0.28 23 X Y 200502241506A 8.68 9 45 -65 157 50 -112 1.851 23 200502241506A
94.23 7.71 15 -0.75 -1.79 2.54 -1.16 -0.55 1.38 24 X Y 200502251331A 7.71 153 61 -169 58 80 -30 2.918 24 200502251331A
94.12 2.62 12 1.61 -0.93 -0.68 -0.07 -0.43 0.66 23 X Y 200502252040A 2.62 298 42 73 141 50 105 1.597 23 200502252040A
95.40 2.80 12 0.27 -0.18 -0.09 0.93 -1.06 0.17 26 X Y 200502261256A 2.80 294 6 66 139 84 93 1.441 26 200502261256A
95.49 2.77 40 -1.83 1.69 0.14 -1.15 0.05 -0.25 23 X Y 200503031710A 2.77 282 29 -84 95 61 -93 2.119 23 200503031710A
91.31 9.05 29 1.06 0.06 -1.12 -0.14 -1.03 0.65 23 X Y 200503072132A 9.05 312 32 49 178 67 112 1.638 23 200503072132A
93.38 3.30 16 -3.26 -0.21 3.48 2.11 -1.00 -2.40 23 X Y 200503091827A 3.30 180 39 -48 311 62 -118 4.712 23 200503091827A
95.12 2.26 16 0.71 -1.69 0.98 0.68 0.52 1.04 23 X Y 200503110800A 2.26 330 59 161 70 74 33 1.977 23 200503110800A
94.38 7.47 13 -2.13 -3.60 5.73 -0.95 -2.37 1.07 23 X Y 200503111259A 7.47 141 59 -172 47 83 -31 5.309 23 200503111259A
93.02 9.48 53 2.07 0.14 -2.21 0.39 -0.66 0.28 23 X Y 200503120450A 9.48 2 37 104 165 55 80 2.292 23 200503120450A
94.62 5.16 55 5.20 -2.93 -2.27 1.95 -2.12 3.27 23 X Y 200503122233A 5.16 309 31 85 135 59 93 6.248 23 200503122233A
91.60 9.72 12 0.32 0.59 -0.91 0.16 -0.30 -0.22 24 X Y 200503122243A 9.72 51 61 168 147 79 29 0.863 24 200503122243A
94.42 5.42 42 1.10 -0.36 -0.75 0.66 -0.53 0.63 24 X Y 200503132212A 5.42 334 28 107 134 63 81 1.434 24 200503132212A
93.05 9.47 55 3.22 -0.22 -2.99 0.46 -1.09 0.17 23 X Y 200503140427A 9.47 2 35 100 170 55 83 3.326 23 200503140427A
94.32 5.37 35 0.67 -0.12 -0.55 0.75 -0.54 0.42 24 X Y 200503160639A 5.37 349 23 126 131 72 76 1.188 24 200503160639A
94.93 4.66 45 3.44 -1.88 -1.56 2.51 -2.30 1.98 24 X Y 200503172320A 4.66 313 23 90 133 67 90 4.935 24 200503172320A
95.62 3.55 47 4.46 -2.58 -1.88 1.53 -2.35 3.02 23 X Y 200503190301A 3.55 301 31 74 140 60 100 5.626 23 200503190301A
94.25 5.30 34 4.68 -1.48 -3.20 3.59 -4.09 2.95 24 X Y 200503250104A 5.30 328 22 97 140 69 87 7.423 24 200503250104A
97.07 1.67 26 0.27 -0.11 -0.15 0.84 -0.57 0.15 29 X Y 200503281609A 1.67 333 8 118 125 83 86 1.050 29 200503281609A
96.95 0.30 28 -1.87 0.57 1.30 0.65 0.24 -1.27 24 X Y 200503290450A 0.30 163 46 -60 304 51 -117 2.199 24 200503290450A
96.39 2.39 30 4.36 -3.83 -0.53 6.28 -2.57 2.25 24 X Y 200503290516A 2.39 302 17 99 113 73 87 8.236 24 200503290516A
97.10 0.49 35 0.72 -0.58 -0.14 0.31 -0.22 0.35 24 X Y 200503290942A 0.49 296 32 84 122 59 93 0.839 24 200503290942A
95.99 2.62 23 -3.97 1.10 2.87 3.64 -0.51 -2.04 23 X Y 200503291416A 2.62 167 33 -48 300 66 -114 5.446 23 200503291416A
97.37 1.72 47 2.46 -0.94 -1.51 0.85 -1.13 1.23 23 X Y 200503291621A 1.72 321 30 89 142 60 91 2.848 23 200503291621A
97.73 1.01 18 -2.96 2.64 0.32 1.79 0.31 0.41 23 X Y 200503291829A 1.01 80 29 -90 260 61 -90 3.367 23 200503291829A
97.02 1.86 58 4.58 -5.22 0.64 1.61 -1.60 3.90 23 X Y 200503292041A 1.86 279 37 65 130 57 108 6.353 23 200503292041A
97.16 0.78 33 2.53 -1.74 -0.79 1.37 -0.18 1.45 23 X Y 200503300025A 0.78 320 34 113 113 59 75 3.005 23 200503300025A
96.85 1.38 26 0.81 -0.69 -0.11 1.69 -1.33 0.99 24 X Y 200503300113A 1.38 303 14 85 128 76 91 2.425 24 200503300113A
96.84 1.45 27 1.76 -2.09 0.33 3.56 -2.97 2.48 23 X Y 200503301020A 1.45 279 17 58 132 75 99 5.391 23 200503301020A
97.18 2.29 54 1.60 -1.07 -0.53 0.75 -0.60 0.96 23 X Y 200503301544A 2.29 306 30 88 128 60 91 1.949 23 200503301544A
